"","logFC","logCPM","F","PValue"
"ATAD3A",0.369130039641109,4.28779445867931,5.20714250026648,0.0402661149792244
"SSU72",0.0368684110040488,6.44731750390121,0.15019021871,0.704720552770659
"MIB2",-0.0991996511377221,3.32370436796734,0.139632968516653,0.714761664492969
"CDK11B",0.318810778340428,4.41158080124598,4.81959607864525,0.0472011374219534
"SLC35E2B",0.00154024294437837,5.03258116638613,0.000174051309340175,0.989677326850872
"CDK11A",0.420830989646612,3.2257992911618,7.62717473082939,0.0163654197220611
"NADK",0.110053006394582,5.1001275138041,0.984236881806349,0.339538053480408
"GNB1",0.105834102226581,9.48078517297691,1.62380706895504,0.225209330363714
"PRKCZ",-0.0121406354309882,5.74562292770295,0.0150977333511582,0.904115920887024
"SKI",0.189103955726743,5.88840341031808,2.08518752814812,0.172760316573372
"MORN1",0.326588543821971,1.49984320226486,1.54310694393438,0.236432173791079
"LOC100129534",-0.13608700241458,0.863104487412523,0.171536717354345,0.685605332974926
"RER1",0.0485471321579915,7.02342333361893,0.354433833507571,0.561991495755884
"PEX10",-0.310878711964813,3.67216517788393,4.92188333278592,0.0452413908198583
"PLCH2",0.168359589943104,6.55483263958776,1.37436523484148,0.262418957985594
"PANK4",0.281139611061446,4.55257902385402,4.3383182340969,0.0578990570902699
"TNFRSF14",-0.308310112497636,2.79897167867233,2.03664626067174,0.177482901961706
"FAM213B",0.0649855594264547,4.9806322049883,0.279796445904175,0.60588550802073
"PRDM16",-0.247745195262991,1.30694740732902,0.836911616793841,0.377191933116577
"ARHGEF16",0.221010043925463,4.36567225799299,1.55106245541878,0.235293421454398
"MEGF6",-0.286114715508349,2.37194106823728,1.74333213828324,0.20983851496049
"TPRG1L",0.0933027819579158,6.02597016306579,1.02046978392161,0.331121407161431
"WRAP73",0.0780873843735312,3.47120048282313,0.198234512763467,0.663585614383246
"TP73-AS1",0.0644798402343532,3.97843942998554,0.188730463594894,0.671208254061382
"LRRC47",0.184086749185291,5.49802935957743,3.23249775019297,0.0958038672210824
"CEP104",0.0611143270884654,5.6169143685779,0.373434661959812,0.551835218385462
"DFFB",0.347974101062355,2.90962457993127,4.23344363192376,0.0606011328624692
"C1orf174",0.103589423929948,4.01249545133556,0.66939900223177,0.428228624815266
"AJAP1",-0.927982449898481,0.483829074376469,5.6211877059967,0.0341504773222594
"NPHP4",0.368759711183336,3.32651822858318,5.56206380699105,0.0349527240630524
"KCNAB2",0.0175492123314495,1.66515338671412,0.00607946391218413,0.939056750565871
"RPL22",0.260410524117167,8.5883207369652,9.30095770353771,0.00944866218691117
"RNF207",0.406644710915843,4.51575904054646,6.8476998049852,0.0215372318439657
"ICMT",0.014047674331158,6.88025947965232,0.0297166367979638,0.865830283929983
"GPR153",0.255187198793554,6.12917282744707,5.74202016118148,0.032577629728682
"ACOT7",0.227174027482212,5.96239859503173,2.72256480449351,0.123246237905079
"HES2",0.0530472462690473,8.63723946307116,0.432004496027999,0.522649574135701
"ESPN",-0.387258489695305,5.51418030150942,7.01074372019041,0.0203126872657501
"TNFRSF25",0.0757472139648139,4.16951407910667,0.18642771158668,0.673089730857053
"PLEKHG5",0.106679040871626,6.56371559777666,0.608490608909394,0.449539929614531
"NOL9",-0.058509114447533,4.62398023452002,0.223941463752813,0.644020762571757
"ZBTB48",0.11295776185177,3.77149933555404,0.508390526255344,0.488631088305469
"KLHL21",0.0910353737422355,5.53955993809757,0.594412274639375,0.45471363220121
"PHF13",-0.0159545321511942,4.16825984022158,0.0140101313661954,0.907616083895194
"THAP3",0.323567659421181,3.01051224559756,2.99868705019114,0.107341796175103
"DNAJC11",0.24381465260234,6.472368928766,6.68421045657442,0.0228531899132313
