"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ATP13A2",965.110655779191,0.300142111163007,0.139436849282778,2.15253078871798,0.031355573034957,0.303365169113209
"SDHB",1172.61622349884,0.234876760377025,0.100819453821705,2.32967697675088,0.0198232302829086,0.233384979101133
"PADI2",57.9274241585907,0.481626602059415,0.284184379957496,1.69476803099258,0.0901194342867959,0.482661988008344
"PADI1",410.200505110568,0.240929550239576,0.139096352807239,1.73210544616837,0.0832547896986807,0.470803501846837
"PADI3",433.626072773883,-0.641504025024942,0.145558324214459,-4.40719573055662,1.04717552672755e-05,0.00069794248856391
"PADI4",0.784587756797341,0.51472156858176,2.34727934084326,0.21928432616667,0.826428570698517,NA
"PADI6",0.197580980753264,-1.11841061265629,4.0804728567969,-0.274088482366288,0.784016624778764,NA
"RCC2",3517.2686663395,0.0613756240471439,0.0943039279674615,0.650827864437639,0.515157610864084,0.86317679574531
"ARHGEF10L",208.583714784471,0.0268789038759798,0.188117293251678,0.142883747747843,0.886381994282554,0.973627650138795
"ACTL8",0,NA,NA,NA,NA,NA
"IGSF21",0,NA,NA,NA,NA,NA
"KLHDC7A",11.6718302636685,-0.283171563292165,0.665487240938849,-0.425510131332759,0.670464837619636,NA
"PAX7",0.197580980753264,-1.11841061265629,4.0804728567969,-0.274088482366288,0.784016624778764,NA
"TAS1R2",0,NA,NA,NA,NA,NA
"ALDH4A1",634.645448062246,-0.0506802033806676,0.146929239020963,-0.344929325969196,0.730147503111213,0.932763240850305
"MIR4695",0,NA,NA,NA,NA,NA
"IFFO2",907.242687636046,-0.142471004349062,0.106212861810375,-1.34137242816618,0.179799564828638,0.628695826070874
"UBR4",4197.22775865006,0.146023457590866,0.081623171524812,1.78899514516509,0.0736155974206233,0.449941408027299
"EMC1",1306.85797700088,0.110936951869652,0.0967948829276692,1.14610347690126,0.251752339146641,0.698270953275531
"MRTO4",719.528259803634,0.154260933006689,0.132269919327556,1.16625861564695,0.243509899929229,0.693217959704895
"AKR7L",1.9879864722938,-1.19288570306149,1.6894338119858,-0.706086083159036,0.480134605748799,NA
"AKR7A3",2.35963819390867,-1.07554635094601,1.42010822242938,-0.757369286339373,0.44882865152657,NA
"LOC100506730",63.112003315045,0.102769405588414,0.29437702705115,0.349108103366223,0.72700815324903,0.93084553090729
"AKR7A2",459.282700360828,-0.174066819655297,0.125977012908392,-1.38173477554889,0.16705315249296,0.612625965341575
"PQLC2",159.661813765199,0.105561857923045,0.191711338962298,0.550629182887321,0.581887899455625,0.889366822815575
"CAPZB",3636.54577606686,0.119689199245653,0.0960466854532238,1.24615647776772,0.212706953679792,0.667806912289429
"MINOS1",339.927239917515,0.0242311900066238,0.136899717441157,0.176999561865706,0.859508733725455,0.967263732865303
"NBL1",2.13975113427146,1.29730149703017,1.62978476129014,0.795995598831852,0.426034593523694,NA
"HTR6",0,NA,NA,NA,NA,NA
"TMCO4",147.350756424933,0.0549081558537957,0.19059130767256,0.28809370439983,0.773275011591698,0.946023110202282
"RNF186",0,NA,NA,NA,NA,NA
"OTUD3",165.811401505404,0.199486364122379,0.195345103587428,1.02119971506272,0.307159827324518,0.74965466941436
"PLA2G2E",0,NA,NA,NA,NA,NA
"PLA2G2A",0,NA,NA,NA,NA,NA
"PLA2G5",0,NA,NA,NA,NA,NA
"PLA2G2D",0,NA,NA,NA,NA,NA
"PLA2G2F",0.232449857580213,1.53627498474041,4.04469192513261,0.379824968916525,0.704075346403225,NA
"PLA2G2C",0,NA,NA,NA,NA,NA
"UBXN10",5.55209836775641,0.00770402013704007,0.938840607072701,0.00820588721770477,0.993452722759935,NA
"VWA5B1",0,NA,NA,NA,NA,NA
"CAMK2N1",2055.12484524778,-0.264153987894,0.0992415149827637,-2.66172869227035,0.00777405111105817,0.134765548252578
"MUL1",756.345674998834,0.0515234650150756,0.113362013442824,0.454503792322482,0.649466263026198,0.908953385147612
"FAM43B",0,NA,NA,NA,NA,NA
"CDA",939.893724788613,0.491366765775657,0.12695844354499,3.87029607527862,0.000108703253849842,0.00541125699766206
"PINK1",1678.54763879221,0.0555472886748638,0.0959399074707673,0.578980010917656,0.562602660901715,0.88344859328534
"DDOST",4330.2532849777,0.022230733338881,0.0933066094585555,0.238254647424043,0.811683594659221,0.955958508623268
