"","logFC","logCPM","F","PValue"
"ZNF763",-0.237834916316697,1.35721677219112,0.883431902811471,0.363145261064071
"ZNF433",-0.268482202430124,2.84787618557857,2.1513443315469,0.164472505301639
"ZNF844",0.353513243119274,1.48827833587504,1.96113307393432,0.183091127643117
"ZNF625",0.885716088653389,0.388484853491589,4.02577178939289,0.0644579977179984
"ZNF136",-0.10569127597253,2.8264736295921,0.38413977378521,0.54531857587123
"ZNF44",-0.125022127138844,2.56226966571479,0.345761102014472,0.565856284723048
"ZNF563",-0.291409031220816,1.79560865555336,1.25404055544921,0.281563730951051
"ZNF799",-0.130738151101955,0.876224160153748,0.145534380302098,0.708547985414703
"ZNF443",-0.0467768378480515,1.23324255092498,0.0216488165583407,0.885115984832495
"ZNF709",-0.328894362815703,0.518676204095363,0.658414484817827,0.430654799251598
"ZNF564",-0.241734504749477,3.53200280566666,2.0933787967236,0.169882918965712
"ZNF490",-0.0224224155154377,2.99403273656178,0.0185150447826196,0.893696642229958
"ZNF791",-0.263801472101674,4.23054344757777,3.33155220675919,0.0892947479689089
"MAN2B1",0.15202742130235,6.04498309110073,2.48518707689437,0.137169649342227
"WDR83",0.0948552225243837,3.17865627670568,0.355304848438256,0.560607966687918
"WDR83OS",0.0272220597675627,4.869153316067,0.0540084363558387,0.819581175474237
"DHPS",0.225514501492596,4.97109938953381,3.82232309495022,0.0707690318674226
"FBXW9",-0.0696967293177404,2.3816708305819,0.106104669312743,0.749424611702775
"TNPO2",0.142930015346978,7.34165724627228,2.28941091966745,0.152428574945263
"ASNA1",0.00613671223926111,5.99780588319868,0.00407760263812997,0.949984557632179
"HOOK2",-0.0570244444331721,5.24251947676684,0.225815432777836,0.641948019975553
"JUNB",-0.0581483285128719,5.76846734623018,0.075821570906551,0.787050627912596
"PRDX2",0.145192459615681,6.88823379936662,2.18412336213014,0.1615084841311
"RNASEH2A",-0.0164287939226305,3.4091336951741,0.0128939138493957,0.911200289865267
"DNASE2",-0.119519365263777,5.06658067530568,1.19733403638265,0.292263067165662
